,SalesKey,DateKey,channelKey,StoreKey,ProductKey,PromotionKey,UnitCost,UnitPrice,SalesQuantity,ReturnQuantity,ReturnAmount,DiscountQuantity,DiscountAmount,TotalCost,SalesAmount
641473,1313996,2013-12-31 00:00:00.000,4,310,558,23,99.06,299.0,13,0,0.0,1,44.85,1287.78,3842.15
1555352,2449831,2013-12-31 00:00:00.000,1,274,2492,23,12.74,24.99,520,0,0.0,2,7.497,6624.8,12987.303
1555435,2460573,2013-12-31 00:00:00.000,1,159,2517,22,1.71,3.35,520,0,0.0,2,1.34,889.2,1740.66
2182426,3401618,2013-12-31 00:00:00.000,2,307,1607,23,82.77,179.99,26,0,0.0,6,161.991,2152.02,4517.749
496498,910164,2013-12-31 00:00:00.000,2,199,923,22,1.01,1.99,26,0,0.0,1,0.398,26.26,51.342
1994452,2024640,2013-12-31 00:00:00.000,2,306,1656,28,73.57,159.99,16,1,159.99,7,223.986,1103.55,2335.854
496418,1560333,2013-12-31 00:00:00.000,2,199,280,22,167.73,329.0,26,0,0.0,5,329.0,4360.98,8225.0
649871,1363223,2013-12-31 00:00:00.000,1,269,1033,23,88.79,268.0,13,0,0.0,1,40.2,1154.27,3443.8
2182361,3245313,2013-12-31 00:00:00.000,2,307,1618,23,27.13,58.99,26,0,0.0,4,35.394,705.38,1498.346
496374,657738,2013-12-31 00:00:00.000,2,199,1052,22,207.74,627.0,26,0,0.0,5,627.0,5401.24,15675.0
1394098,1615281,2013-12-31 00:00:00.000,1,177,851,22,76.5,230.9,6,0,0.0,0,0.0,459.0,1385.4
666596,721938,2013-12-31 00:00:00.000,1,89,711,22,62.54,136.0,13,0,0.0,1,27.2,813.02,1740.8
496309,937643,2013-12-31 00:00:00.000,2,199,1518,22,137.96,300.0,26,0,0.0,6,360.0,3586.96,7440.0
666605,733999,2013-12-31 00:00:00.000,1,118,1559,22,137.5,299.0,13,0,0.0,1,59.8,1787.5,3827.2
666611,741767,2013-12-31 00:00:00.000,1,131,714,22,72.66,158.0,13,0,0.0,1,31.6,944.58,2022.4
666631,768724,2013-12-31 00:00:00.000,1,287,1504,22,95.65,208.0,13,0,0.0,1,41.6,1243.45,2662.4
496661,1142743,2013-12-31 00:00:00.000,2,199,1151,22,209.03,410.0,26,0,0.0,2,164.0,5434.78,10496.0
496696,1532770,2013-12-31 00:00:00.000,2,199,669,22,86.45,188.0,26,0,0.0,2,75.2,2247.7,4812.8
354948,1460782,2013-12-31 00:00:00.000,3,200,1495,22,105.77,230.0,13,0,0.0,0,0.0,1375.01,2990.0
649825,1245313,2013-12-31 00:00:00.000,1,264,1022,23,84.84,184.5,13,0,0.0,1,27.675,1102.92,2370.825
975995,707153,2013-12-31 00:00:00.000,4,309,238,28,261.66,569.0,16,1,569.0,4,455.2,3924.9,8648.8
1686094,1911848,2013-12-31 00:00:00.000,2,199,407,22,275.46,599.0,13,0,0.0,4,479.2,3580.98,7307.8
1393328,2785526,2013-12-31 00:00:00.000,1,273,883,23,49.7,150.0,6,0,0.0,0,0.0,298.2,900.0
649860,1343938,2013-12-31 00:00:00.000,1,299,1187,23,390.88,850.0,13,0,0.0,1,127.5,5081.44,10922.5
666457,562242,2013-12-31 00:00:00.000,1,33,1329,22,7.81,16.99,13,0,0.0,1,3.398,101.53,217.472
975628,127914,2013-12-31 00:00:00.000,2,307,1638,23,6.39,13.89,26,1,13.89,4,8.334,159.75,352.806
496793,821406,2013-12-31 00:00:00.000,2,199,538,22,50.47,99.0,26,0,0.0,4,79.2,1312.22,2494.8
496744,487600,2013-12-31 00:00:00.000,2,199,526,22,65.77,129.0,26,0,0.0,4,103.2,1710.02,3250.8
1694335,2728794,2013-12-31 00:00:00.000,2,307,715,23,68.52,149.0,13,0,0.0,1,22.35,890.76,1914.65
975062,441904,2013-12-31 00:00:00.000,1,151,834,22,11.68,22.9,26,1,22.9,4,18.32,303.68,577.08
1554617,2556323,2013-12-31 00:00:00.000,4,309,838,28,7.9,15.5,32,0,0.0,6,18.6,252.8,477.4
1694338,2746059,2013-12-31 00:00:00.000,2,307,1075,23,155.43,338.0,13,0,0.0,1,50.7,2020.59,4343.3
354842,651871,2013-12-31 00:00:00.000,3,200,999,22,76.53,231.0,13,0,0.0,0,0.0,994.89,3003.0
354891,937138,2013-12-31 00:00:00.000,3,200,183,22,50.13,109.0,13,0,0.0,0,0.0,651.69,1417.0
2215051,3332850,2013-12-31 00:00:00.000,1,54,1211,22,390.88,850.0,13,0,0.0,1,170.0,5081.44,10880.0
354915,1100922,2013-12-31 00:00:00.000,3,200,384,22,348.58,758.0,13,0,0.0,0,0.0,4531.54,9854.0
354946,1444671,2013-12-31 00:00:00.000,3,200,217,22,321.44,699.0,13,0,0.0,0,0.0,4178.72,9087.0
571506,1197374,2013-12-31 00:00:00.000,1,217,350,28,203.42,399.0,8,0,0.0,4,319.2,1627.36,2872.8
979992,817073,2013-12-31 00:00:00.000,2,199,1449,22,137.96,300.0,52,2,600.0,10,600.0,6898.0,15000.0
980053,1144386,2013-12-31 00:00:00.000,2,199,987,22,66.26,200.0,26,2,400.0,7,280.0,1590.24,4920.0
570829,1521364,2013-12-31 00:00:00.000,1,230,1462,28,123.24,268.0,8,0,0.0,2,107.2,985.92,2036.8
570664,1227951,2013-12-31 00:00:00.000,1,238,1367,28,16.55,35.99,8,0,0.0,2,14.396,132.4,273.524
641279,1146302,2013-12-31 00:00:00.000,4,310,1612,23,82.77,179.99,13,0,0.0,2,53.997,1076.01,2285.873
1615821,2629331,2013-12-31 00:00:00.000,2,306,1196,28,215.15,422.0,8,0,0.0,3,253.2,1721.2,3122.8
1999776,2546501,2013-12-31 00:00:00.000,1,84,452,22,112.14,219.95,26,1,219.95,1,43.99,2915.64,5674.71
500899,5814,2013-12-31 00:00:00.000,1,263,1384,28,8.66,16.99,16,0,0.0,4,13.592,138.56,258.248
570758,1402097,2013-12-31 00:00:00.000,1,223,1048,28,141.47,427.0,8,0,0.0,2,170.8,1131.76,3245.2
1999794,2749994,2013-12-31 00:00:00.000,1,51,515,22,30.08,59.0,26,1,59.0,1,11.8,782.08,1522.2
500812,982109,2013-12-31 00:00:00.000,1,239,830,28,15.27,29.95,16,0,0.0,2,11.98,244.32,467.22
500779,796361,2013-12-31 00:00:00.000,1,211,194,28,152.44,299.0,16,0,0.0,2,119.6,2439.04,4664.4
2205471,3225515,2013-12-31 00:00:00.000,1,13,1549,22,128.88,389.0,6,0,0.0,1,77.8,773.28,2256.2
500776,791377,2013-12-31 00:00:00.000,1,209,77,28,17.45,37.95,16,0,0.0,2,15.18,279.2,592.02
500753,673502,2013-12-31 00:00:00.000,1,236,454,28,137.6,269.9,16,0,0.0,2,107.96,2201.6,4210.44
570872,27297,2013-12-31 00:00:00.000,1,244,41,28,106.69,232.0,8,0,0.0,4,185.6,853.52,1670.4
570874,29381,2013-12-31 00:00:00.000,1,244,407,28,275.46,599.0,8,0,0.0,4,479.2,2203.68,4312.8
570879,41065,2013-12-31 00:00:00.000,1,238,231,28,261.66,569.0,8,0,0.0,4,455.2,2093.28,4096.8
500718,475873,2013-12-31 00:00:00.000,1,237,4,28,11.0,21.57,16,0,0.0,2,8.628,176.0,336.492
641303,1375244,2013-12-31 00:00:00.000,4,310,237,23,275.46,599.0,13,0,0.0,2,179.7,3580.98,7607.3
570938,145430,2013-12-31 00:00:00.000,1,232,668,28,67.6,147.0,8,0,0.0,4,117.6,540.8,1058.4
645550,322476,2013-12-31 00:00:00.000,2,307,1514,23,95.65,208.0,13,0,0.0,1,31.2,1243.45,2672.8
501132,1367395,2013-12-31 00:00:00.000,1,209,442,28,137.6,269.9,16,0,0.0,4,215.92,2201.6,4102.48
501133,1367870,2013-12-31 00:00:00.000,1,218,1106,28,148.08,322.0,16,0,0.0,4,257.6,2369.28,4894.4
501188,62428,2013-12-31 00:00:00.000,1,208,485,28,50.47,99.0,16,0,0.0,1,19.8,807.52,1564.2
570209,332114,2013-12-31 00:00:00.000,1,225,291,28,183.54,360.0,8,0,0.0,2,144.0,1468.32,2736.0
665773,1448244,2013-12-31 00:00:00.000,1,104,1004,22,86.45,188.0,13,0,0.0,2,75.2,1123.85,2368.8
600617,833083,2013-12-31 00:00:00.000,3,200,455,22,304.48,919.0,6,0,0.0,1,183.8,1826.88,5330.2
665800,1465382,2013-12-31 00:00:00.000,1,135,980,22,84.84,184.5,13,0,0.0,2,73.8,1102.92,2324.7
570363,630377,2013-12-31 00:00:00.000,1,241,983,28,90.55,196.9,8,0,0.0,2,78.76,724.4,1496.44
1359301,2718907,2013-12-31 00:00:00.000,2,306,1243,28,95.85,188.0,16,0,0.0,0,0.0,1533.6,3008.0
501516,709886,2013-12-31 00:00:00.000,1,232,379,28,166.2,326.0,16,0,0.0,1,65.2,2659.2,5150.8
501507,582116,2013-12-31 00:00:00.000,1,243,373,28,166.2,326.0,16,0,0.0,1,65.2,2659.2,5150.8
501463,15086,2013-12-31 00:00:00.000,1,303,367,28,166.2,326.0,16,0,0.0,1,65.2,2659.2,5150.8
570413,713381,2013-12-31 00:00:00.000,1,218,370,28,195.24,382.95,8,0,0.0,2,153.18,1561.92,2910.42
641260,1003036,2013-12-31 00:00:00.000,4,310,860,23,13.77,29.95,13,0,0.0,2,8.985,179.01,380.365
501410,1308956,2013-12-31 00:00:00.000,1,215,1164,28,91.77,180.0,16,0,0.0,1,36.0,1468.32,2844.0
665847,1513721,2013-12-31 00:00:00.000,1,131,1506,22,132.44,288.0,13,0,0.0,2,115.2,1721.72,3628.8
1618276,2252464,2013-12-31 00:00:00.000,1,250,606,28,137.5,299.0,8,0,0.0,1,59.8,1100.0,2332.2
570487,860717,2013-12-31 00:00:00.000,1,221,1185,28,404.68,880.0,8,0,0.0,2,352.0,3237.44,6688.0
501216,273821,2013-12-31 00:00:00.000,1,240,1613,28,56.08,109.99,16,0,0.0,1,21.998,897.28,1737.842
2268661,3227429,2013-12-31 00:00:00.000,1,94,1590,22,7.58,22.89,6,1,22.89,4,18.312,45.48,119.028
617252,420426,2013-12-31 00:00:00.000,1,294,1231,23,496.98,1500.0,6,0,0.0,2,450.0,2981.88,8550.0
500651,73678,2013-12-31 00:00:00.000,1,226,15,28,35.72,77.68,16,0,0.0,2,31.072,571.52,1211.808
666243,369672,2013-12-31 00:00:00.000,1,47,1563,22,123.24,268.0,13,0,0.0,1,53.6,1602.12,3430.4
1989680,2835210,2013-12-31 00:00:00.000,2,307,1411,23,123.24,268.0,13,1,268.0,2,80.4,1478.88,3403.6
634385,1265240,2013-12-31 00:00:00.000,4,308,343,22,364.12,1099.0,13,0,0.0,3,659.4,4733.56,13627.6
666142,256743,2013-12-31 00:00:00.000,1,9,1466,22,133.36,290.0,13,0,0.0,1,58.0,1733.68,3712.0
981994,1087319,2013-12-31 00:00:00.000,1,98,395,22,166.2,326.0,26,1,326.0,0,0.0,4321.2,8476.0
2205122,3360625,2013-12-31 00:00:00.000,1,295,416,23,321.05,969.0,6,0,0.0,4,581.4,1926.3,5232.6
650160,409045,2013-12-31 00:00:00.000,1,279,22,23,61.62,134.0,13,0,0.0,2,40.2,801.06,1701.8
2205119,3355408,2013-12-31 00:00:00.000,1,279,185,23,55.99,169.0,6,0,0.0,4,101.4,335.94,912.6
981868,265652,2013-12-31 00:00:00.000,3,200,222,22,261.66,569.0,26,1,569.0,0,0.0,6541.5,14794.0
2212111,3249895,2013-12-31 00:00:00.000,1,256,637,23,116.75,229.0,13,0,0.0,3,103.05,1517.75,2873.95
641388,547807,2013-12-31 00:00:00.000,4,310,815,23,4.37,9.5,13,0,0.0,1,1.425,56.81,122.075
986103,1218440,2013-12-31 00:00:00.000,4,310,1581,23,72.56,219.0,6,1,219.0,0,0.0,435.36,1314.0
981786,47027,2013-12-31 00:00:00.000,1,292,526,23,65.77,129.0,26,1,129.0,0,0.0,1710.02,3354.0
571403,987077,2013-12-31 00:00:00.000,1,222,257,28,197.28,429.0,8,0,0.0,4,343.2,1578.24,3088.8
981580,1537537,2013-12-31 00:00:00.000,2,306,2508,28,2.42,4.74,320,1,4.74,0,0.0,774.4,1516.8
571412,1002104,2013-12-31 00:00:00.000,1,234,1543,28,133.19,402.0,8,0,0.0,4,321.6,1065.52,2894.4
497682,1225308,2013-12-31 00:00:00.000,4,309,1031,28,75.88,165.0,16,0,0.0,1,33.0,1214.08,2607.0
1990166,1994007,2013-12-31 00:00:00.000,4,309,1453,28,118.65,258.0,16,1,258.0,6,309.6,1779.75,3818.4
650102,280655,2013-12-31 00:00:00.000,1,255,1397,23,12.41,26.99,13,0,0.0,2,8.097,161.33,342.773
1553242,2202171,2013-12-31 00:00:00.000,4,310,1227,23,327.34,988.0,39,0,0.0,6,889.2,12766.26,37642.8
650194,469820,2013-12-31 00:00:00.000,1,253,24,23,91.93,199.9,13,0,0.0,2,59.97,1195.09,2538.73
1989607,1899103,2013-12-31 00:00:00.000,2,307,1346,23,10.58,23.0,13,1,23.0,3,10.35,126.96,288.65
666129,246174,2013-12-31 00:00:00.000,1,286,1163,22,390.88,850.0,13,0,0.0,1,170.0,5081.44,10880.0
641351,221952,2013-12-31 00:00:00.000,4,310,465,23,119.11,259.0,13,0,0.0,1,38.85,1548.43,3328.15
1690228,2927407,2013-12-31 00:00:00.000,4,310,1073,23,194.82,588.0,13,0,0.0,2,176.4,2532.66,7467.6
665939,41477,2013-12-31 00:00:00.000,1,166,1085,22,188.19,568.0,13,0,0.0,1,113.6,2446.47,7270.4
2205467,3211818,2013-12-31 00:00:00.000,1,90,1570,22,131.87,398.0,6,0,0.0,1,79.6,791.22,2308.4
650618,1364472,2013-12-31 00:00:00.000,1,281,1358,23,18.39,39.99,13,0,0.0,2,11.997,239.07,507.873
984987,172505,2013-12-31 00:00:00.000,1,243,683,28,59.32,129.0,8,1,129.0,0,0.0,415.24,1032.0
665999,98780,2013-12-31 00:00:00.000,1,70,306,22,169.69,369.0,13,0,0.0,1,73.8,2205.97,4723.2
650582,1287671,2013-12-31 00:00:00.000,1,273,137,23,229.93,499.99,13,0,0.0,2,149.997,2989.09,6349.873
500444,358629,2013-12-31 00:00:00.000,1,231,1074,28,143.48,312.0,16,0,0.0,3,187.2,2295.68,4804.8
650538,1207466,2013-12-31 00:00:00.000,1,254,1431,23,117.73,256.0,13,0,0.0,2,76.8,1530.49,3251.2
2262640,3331681,2013-12-31 00:00:00.000,1,170,496,22,82.32,179.0,13,1,179.0,3,107.4,987.84,2219.6
666041,148560,2013-12-31 00:00:00.000,1,119,784,22,7.59,16.5,13,0,0.0,1,3.3,98.67,211.2
650509,1134654,2013-12-31 00:00:00.000,1,293,384,23,348.58,758.0,13,0,0.0,2,227.4,4531.54,9626.6
1553086,2308695,2013-12-31 00:00:00.000,4,310,342,23,275.46,599.0,52,0,0.0,6,539.1,14323.92,30608.9
650354,794198,2013-12-31 00:00:00.000,1,260,393,23,275.46,599.0,13,0,0.0,2,179.7,3580.98,7607.3
2205442,3136068,2013-12-31 00:00:00.000,1,146,965,22,143.26,281.0,6,0,0.0,1,56.2,859.56,1629.8
1618331,2390569,2013-12-31 00:00:00.000,1,206,277,28,244.72,480.0,8,0,0.0,1,96.0,1957.76,3744.0
1553148,2980089,2013-12-31 00:00:00.000,4,310,178,23,33.65,66.0,52,0,0.0,1,9.9,1749.8,3422.1
1549131,2447122,2013-12-31 00:00:00.000,2,306,843,28,13.71,26.9,16,0,0.0,4,21.52,219.36,408.88
515799,198966,2013-12-31 00:00:00.000,4,308,2505,22,5.09,9.99,520,0,0.0,1,1.998,2646.8,5192.802
1618080,1866120,2013-12-31 00:00:00.000,1,202,391,28,321.44,699.0,8,0,0.0,1,139.8,2571.52,5452.2
316936,1124837,2013-12-31 00:00:00.000,1,291,430,22,137.63,269.95,26,0,0.0,0,0.0,3578.38,7018.7
1659310,2890887,2013-12-31 00:00:00.000,1,280,518,23,287.92,869.0,6,0,0.0,1,130.35,1727.52,5083.65
2161203,3347269,2013-12-31 00:00:00.000,1,180,698,22,86.45,188.0,13,0,0.0,0,0.0,1123.85,2444.0
1545326,2173432,2013-12-31 00:00:00.000,4,309,1288,28,39.76,77.99,16,0,0.0,4,62.392,636.16,1185.448
1717423,2923587,2013-12-31 00:00:00.000,1,168,710,22,55.64,121.0,13,0,0.0,3,72.6,723.32,1500.4
567615,848182,2013-12-31 00:00:00.000,4,309,1611,28,73.57,159.99,8,0,0.0,4,127.992,588.56,1151.928
986439,1090529,2013-12-31 00:00:00.000,1,193,1084,22,214.03,646.0,6,1,646.0,0,0.0,1284.18,3876.0
1407352,2784320,2013-12-31 00:00:00.000,1,300,1101,23,188.19,568.0,13,0,0.0,0,0.0,2446.47,7384.0
316913,1093333,2013-12-31 00:00:00.000,1,116,440,22,112.14,219.95,26,0,0.0,0,0.0,2915.64,5718.7
1545491,2325819,2013-12-31 00:00:00.000,4,309,931,28,28.04,55.0,16,0,0.0,2,22.0,448.64,858.0
1545284,1845871,2013-12-31 00:00:00.000,4,309,312,28,132.05,259.0,16,0,0.0,4,207.2,2112.8,3936.8
317016,1291301,2013-12-31 00:00:00.000,1,68,597,22,70.87,139.0,26,0,0.0,0,0.0,1842.62,3614.0
317019,1294486,2013-12-31 00:00:00.000,1,139,812,22,6.6,12.95,26,0,0.0,0,0.0,171.6,336.7
1545492,2328434,2013-12-31 00:00:00.000,4,309,722,28,75.87,229.0,16,0,0.0,2,91.6,1213.92,3572.4
1545493,2337942,2013-12-31 00:00:00.000,4,309,843,28,13.71,26.9,16,0,0.0,2,10.76,219.36,419.64
317047,1373024,2013-12-31 00:00:00.000,1,44,401,22,166.2,326.0,26,0,0.0,0,0.0,4321.2,8476.0
1545514,2498596,2013-12-31 00:00:00.000,4,309,1254,28,10.19,19.99,16,0,0.0,2,7.996,163.04,311.844
1385361,2386801,2013-12-31 00:00:00.000,1,241,530,28,205.09,619.0,8,0,0.0,0,0.0,1640.72,4952.0
2012843,1785713,2013-12-31 00:00:00.000,1,201,217,28,321.44,699.0,8,1,699.0,3,419.4,2250.08,5172.6
316803,879630,2013-12-31 00:00:00.000,1,85,816,22,5.86,11.5,26,0,0.0,0,0.0,152.36,299.0
637988,1564532,2013-12-31 00:00:00.000,2,199,206,22,261.66,569.0,13,0,0.0,2,227.6,3401.58,7169.4
567813,269715,2013-12-31 00:00:00.000,4,309,1099,28,164.63,358.0,8,0,0.0,3,214.8,1317.04,2649.2
988894,744490,2013-12-31 00:00:00.000,1,284,1162,22,395.48,860.0,13,1,860.0,0,0.0,4745.76,11180.0
567294,767644,2013-12-31 00:00:00.000,4,309,1292,28,121.45,366.55,8,0,0.0,1,73.31,971.6,2859.09
316458,206188,2013-12-31 00:00:00.000,1,48,297,22,137.14,269.0,26,0,0.0,0,0.0,3565.64,6994.0
316497,285249,2013-12-31 00:00:00.000,1,185,167,22,35.18,69.0,26,0,0.0,0,0.0,914.68,1794.0
1693855,2289838,2013-12-31 00:00:00.000,2,307,23,23,61.62,134.0,13,0,0.0,3,60.3,801.06,1681.7
1385209,2087224,2013-12-31 00:00:00.000,1,236,1516,28,132.44,288.0,8,0,0.0,0,0.0,1059.52,2304.0
1407251,2588689,2013-12-31 00:00:00.000,1,258,625,23,459.4,999.0,13,0,0.0,0,0.0,5972.2,12987.0
316575,467541,2013-12-31 00:00:00.000,1,165,500,22,22.86,69.0,26,0,0.0,0,0.0,594.36,1794.0
988973,1256895,2013-12-31 00:00:00.000,1,176,1302,22,43.69,95.0,13,1,95.0,0,0.0,524.28,1235.0
316584,482906,2013-12-31 00:00:00.000,1,9,1082,22,139.8,304.0,26,0,0.0,0,0.0,3634.8,7904.0
1545262,1745982,2013-12-31 00:00:00.000,4,309,472,28,35.18,69.0,16,0,0.0,4,55.2,562.88,1048.8
988802,105537,2013-12-31 00:00:00.000,1,176,310,22,152.44,299.0,13,1,299.0,0,0.0,1829.28,3887.0
988318,754410,2013-12-31 00:00:00.000,1,252,1121,23,144.52,436.2,13,1,436.2,0,0.0,1734.24,5670.6
988298,401236,2013-12-31 00:00:00.000,1,273,1403,23,21.82,47.44,13,1,47.44,0,0.0,261.84,616.72
2152565,3337736,2013-12-31 00:00:00.000,1,197,2517,22,1.71,3.35,520,0,0.0,0,0.0,889.2,1742.0
316655,594666,2013-12-31 00:00:00.000,1,44,769,22,11.68,22.9,26,0,0.0,0,0.0,303.68,595.4
316665,617098,2013-12-31 00:00:00.000,1,38,11,22,30.58,59.99,26,0,0.0,0,0.0,795.08,1559.74
1617726,2766779,2013-12-31 00:00:00.000,1,209,1177,28,330.99,999.0,8,0,0.0,2,399.6,2647.92,7592.4
1717403,2894664,2013-12-31 00:00:00.000,1,181,244,22,197.28,429.0,13,0,0.0,3,257.4,2564.64,5319.6
638014,241924,2013-12-31 00:00:00.000,2,199,1390,22,17.93,38.99,13,0,0.0,1,7.798,233.09,499.072
1713447,2015068,2013-12-31 00:00:00.000,1,91,784,22,7.59,16.5,13,0,0.0,2,6.6,98.67,207.9
1713443,2011003,2013-12-31 00:00:00.000,1,81,1367,22,16.55,35.99,13,0,0.0,2,14.396,215.15,453.474
2036937,1954659,2013-12-31 00:00:00.000,2,307,911,23,44.1,95.9,13,1,95.9,0,0.0,529.2,1246.7
1713267,1833365,2013-12-31 00:00:00.000,1,175,1452,22,134.74,293.0,13,0,0.0,2,117.2,1751.62,3691.8
1713127,1688492,2013-12-31 00:00:00.000,1,37,949,22,88.79,268.0,13,0,0.0,2,107.2,1154.27,3376.8
1407447,2999872,2013-12-31 00:00:00.000,1,261,264,23,244.72,480.0,13,0,0.0,0,0.0,3181.36,6240.0
1713105,1660722,2013-12-31 00:00:00.000,1,26,35,22,48.92,95.95,13,0,0.0,2,38.38,635.96,1208.97
609928,423330,2013-12-31 00:00:00.000,1,20,738,22,75.54,228.0,6,0,0.0,1,45.6,453.24,1322.4
567680,1142223,2013-12-31 00:00:00.000,4,309,1626,28,72.56,219.0,8,0,0.0,4,175.2,580.48,1576.8
1659225,2273874,2013-12-31 00:00:00.000,1,277,1006,23,96.08,290.0,6,0,0.0,1,43.5,576.48,1696.5
526933,1058060,2013-12-31 00:00:00.000,3,200,2492,22,12.74,24.99,520,0,0.0,3,14.994,6624.8,12979.806
2036932,1834456,2013-12-31 00:00:00.000,2,307,1574,23,27.59,59.99,13,1,59.99,0,0.0,331.08,779.87
1659271,2627436,2013-12-31 00:00:00.000,1,293,762,23,11.23,33.9,6,0,0.0,1,5.085,67.38,198.315
526703,736578,2013-12-31 00:00:00.000,3,200,2489,22,7.64,14.99,520,0,0.0,3,8.994,3972.8,7785.806
1407493,3112307,2013-12-31 00:00:00.000,1,258,1456,23,138.42,301.0,13,0,0.0,0,0.0,1799.46,3913.0
526456,156592,2013-12-31 00:00:00.000,3,200,2500,22,12.09,23.72,1040,0,0.0,4,18.976,12573.6,24649.824
663230,655917,2013-12-31 00:00:00.000,1,289,1538,22,128.76,280.0,13,0,0.0,4,224.0,1673.88,3416.0
663229,655796,2013-12-31 00:00:00.000,1,152,265,22,183.54,360.0,13,0,0.0,4,288.0,2386.02,4392.0
638041,420292,2013-12-31 00:00:00.000,2,199,945,22,66.26,200.0,13,0,0.0,1,40.0,861.38,2560.0
1385459,2581251,2013-12-31 00:00:00.000,1,246,1336,28,20.15,43.81,8,0,0.0,0,0.0,161.2,350.48
2188257,3275201,2013-12-31 00:00:00.000,2,306,316,28,111.65,219.0,32,0,0.0,1,43.8,3572.8,6964.2
1545825,2909743,2013-12-31 00:00:00.000,4,309,1400,28,16.55,35.99,16,0,0.0,3,21.594,264.8,554.246
1545787,2493867,2013-12-31 00:00:00.000,4,309,875,28,43.06,129.95,16,0,0.0,3,77.97,688.96,2001.23
1545785,2486816,2013-12-31 00:00:00.000,4,309,295,28,142.24,279.0,16,0,0.0,3,167.4,2275.84,4296.6
1545779,2431029,2013-12-31 00:00:00.000,4,309,181,28,59.32,129.0,16,0,0.0,3,77.4,949.12,1986.6
2209035,3275906,2013-12-31 00:00:00.000,3,200,1209,22,404.68,880.0,13,0,0.0,4,704.0,5260.84,10736.0
663467,889153,2013-12-31 00:00:00.000,1,283,1551,22,137.5,299.0,13,0,0.0,4,239.2,1787.5,3647.8
1545610,1901444,2013-12-31 00:00:00.000,4,309,82,28,18.65,40.55,16,0,0.0,1,8.11,298.4,640.69
663461,882999,2013-12-31 00:00:00.000,1,58,242,22,294.54,889.0,13,0,0.0,4,711.2,3829.02,10845.8
1545636,2288005,2013-12-31 00:00:00.000,4,309,921,28,0.48,0.95,16,0,0.0,1,0.19,7.68,15.01
663452,867683,2013-12-31 00:00:00.000,1,99,1544,22,109.45,238.0,13,0,0.0,4,190.4,1422.85,2903.6
1713384,1950669,2013-12-31 00:00:00.000,1,36,1452,22,134.74,293.0,13,0,0.0,2,117.2,1751.62,3691.8
1717466,2981508,2013-12-31 00:00:00.000,1,127,63,22,83.24,181.0,13,0,0.0,3,108.6,1082.12,2244.4
529213,1089380,2013-12-31 00:00:00.000,2,307,1182,23,516.86,1560.0,18,0,0.0,6,1404.0,9303.48,26676.0
529195,423572,2013-12-31 00:00:00.000,2,307,374,23,430.38,1299.0,18,0,0.0,6,1169.1,7746.84,22212.9
1407378,2843311,2013-12-31 00:00:00.000,1,298,108,23,61.16,132.99,13,0,0.0,0,0.0,795.08,1728.87
1713337,1897891,2013-12-31 00:00:00.000,1,166,822,22,12.83,27.9,13,0,0.0,2,11.16,166.79,351.54
1545723,1687031,2013-12-31 00:00:00.000,4,309,402,28,430.38,1299.0,16,0,0.0,3,779.4,6886.08,20004.6
663408,835252,2013-12-31 00:00:00.000,1,131,1011,22,90.55,196.9,13,0,0.0,4,157.52,1177.15,2402.18
1713311,1871400,2013-12-31 00:00:00.000,1,65,1154,22,330.66,998.0,13,0,0.0,2,399.2,4298.58,12574.8
1545740,1893965,2013-12-31 00:00:00.000,4,309,103,28,52.88,115.0,16,0,0.0,3,69.0,846.08,1771.0
1407391,2869834,2013-12-31 00:00:00.000,1,276,977,23,88.79,268.0,13,0,0.0,0,0.0,1154.27,3484.0
1662349,3048491,2013-12-31 00:00:00.000,1,260,978,23,96.08,290.0,6,0,0.0,2,87.0,576.48,1653.0
316422,129066,2013-12-31 00:00:00.000,1,197,1260,22,18.86,36.99,26,0,0.0,0,0.0,490.36,961.74
316420,121470,2013-12-31 00:00:00.000,1,81,1440,22,86.91,189.0,26,0,0.0,0,0.0,2259.66,4914.0
314203,1533964,2013-12-31 00:00:00.000,1,303,1251,28,30.58,59.99,16,0,0.0,0,0.0,489.28,959.84
663647,1067661,2013-12-31 00:00:00.000,1,68,791,22,13.75,29.9,13,0,0.0,4,23.92,178.75,364.78
313983,491323,2013-12-31 00:00:00.000,1,244,473,28,30.08,59.0,16,0,0.0,0,0.0,481.28,944.0
314052,830295,2013-12-31 00:00:00.000,1,263,7,28,11.0,21.57,16,0,0.0,0,0.0,176.0,345.12
1544125,2081498,2013-12-31 00:00:00.000,2,199,1338,22,15.17,32.99,26,0,0.0,3,19.794,394.42,837.946
2185614,3334853,2013-12-31 00:00:00.000,1,223,332,28,111.65,219.0,16,0,0.0,2,87.6,1786.4,3416.4
314068,911649,2013-12-31 00:00:00.000,1,226,1424,28,91.97,200.0,16,0,0.0,0,0.0,1471.52,3200.0
1544144,2295069,2013-12-31 00:00:00.000,2,199,191,22,33.65,66.0,26,0,0.0,3,39.6,874.9,1676.4
1662307,2692979,2013-12-31 00:00:00.000,1,255,1342,23,13.92,42.0,6,0,0.0,2,12.6,83.52,239.4
314242,342843,2013-12-31 00:00:00.000,4,309,1423,28,86.91,189.0,16,0,0.0,0,0.0,1390.56,3024.0
2010789,2707682,2013-12-31 00:00:00.000,1,94,1521,22,142.56,310.0,6,1,310.0,2,124.0,855.36,1736.0
